item_id|title|subtitle|categories|author_name|image_url|description
B07R9PNH9F|Pretty Reckless (All Saints High Book 1)|Kindle Edition|[  Literature & Fiction]|L.J Shen||"[Review, '""Add claws, teeth and nails towhatever you expect of a \'high school\' romance and you\'ve got All Saints High.With the first installment, Shen has crafted a story so fresh, it feels likeits own new genre."" -', 'Kennedy Ryan, award-winning bestselling author.', '""Mywords are inadequate to describe how freaking epic Pretty Reckless is. I\'mbroken and destroyed for all else. The talent this author possess has onceagain soared to another level. LJ Shen takes us up to the stars with Pretty"
B0026RI9TO|Empire (In Her Name Book 4)|Kindle Edition|[  Science Fiction & Fantasy]|No Disponible|https://m.media-amazon.com/images/I/51GKP9SKoTL.jpg|[]
B08TRMSR3Z|Cloud Cuckoo Land: A Novel|Kindle Edition|[  Literature & Fiction]|Anthony Doerr|https://m.media-amazon.com/images/I/5184hNUzpgL.jpg|[Review, Praise for Anthony Doerr and, Cloud Cuckoo Land, *WINNER OF THE READING THE WEST BOOK AWARD AND THE OHIOANA BOOK AWARD*, “Sweeping and atmospheric.”, —, Time, '“A magical (and hopeful) tale of humanity.”', —, People, '“As intimate as a bedtime story, a love letter to libraries and bibliophiles.”', —, O Magazine, '“A dazzling epic of love, war, and the joy of books.”', —, The Guardian, “A novel of epic stature and ambition.”, —, Buzzfeed, '“[An] intricately braided story . . . [and] a st
B00VCZOKM6|Ashley Bell: A Novel|Kindle Edition|[  Literature & Fiction]|Dean Koontz|https://m.media-amazon.com/images/I/51x9c3ROTOL.jpg|[Review, '“Expertly blending the mystical and the everyday, [Dean] Koontz creates alternate universes for his characters while playing hide-and-seek with the truth. . . . A mind-bender filled with satisfying surprises.”', —, People, '(book of the week)', '“Dean Koontz outdoes himself with his latest journey, which solidifies his reputation as one of the best storytellers in the book business. . . . [With] lyrical writing and compelling characters . . . Koontz stands alone, and this novel is a pr
B00ALBR6E6|Someday, Someday, Maybe: A Novel||[  Literature & Fiction]|Lauren Graham|https://m.media-amazon.com/images/I/51naMYvOf6L.jpg|[From, Booklist, 'Actor Graham (Gilmore Girls, Parenthood) turns to a new creative outlet with her breezy first novel set in the demoralizing if funny bustle of New York City’s 1995 acting world. Twentysomething Franny Banks is destined to act, if she can can actually land a decent audition and an even more decent part. Able to pay her rent since she snagged a coveted comedy-club waitressing job, Franny lives the typical life of a struggling actor as she tries to balance finding a good agent, go
B004J4X33O|Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President|Kindle Edition|[  Biographies & Memoirs]|Candice Millard|https://m.media-amazon.com/images/I/51SaK9PirQL.jpg|[Amazon.com Review, A Letter from Author Candice Millard, At the heart of, Destiny of the Republic, 'is the story of the assassination of President James Garfield. What made me want to write this book, however, was not what I knew about President Garfield—that he had been shot by a deranged man in the summer of 1881—but all that I did not.', 'In everything I read, I am always looking for the thread of an idea, something that surprises me, and leaves me wanting to know more. To me, that’s the bes
B07H3F942S|Dirty Headlines: A Grumpy Boss Romance||[  Literature & Fiction]|L.J Shen|https://m.media-amazon.com/images/I/51tnaTiksYL.jpg|"[Review, '""Dirty Headlines will be on my Best of 2018.""  - Mary at USAT\'s HEA', '""Dirty Headlines will be on my Best of 2018.""', '- Mary at USAT\'s HEA', '""One of my favorite 2018 Reads."" - Cheri, Kindle Crack Book Reviews', '""One of my favorite 2018 Reads.""', '- Cheri, Kindle Crack Book Reviews', '""Best. Book. Of. 2018. By. Far.""  - Lisa, Two Bookish Brits', '""Best. Book. Of. 2018. By. Far.""  -', 'Lisa, Two Bookish Brits', '""Their romance was a rollercoaster ride of emotions! But it was so wor"
B008AZTUU8|Seduction and Snacks (Chocolate Lovers #1)|Kindle Edition|[  Literature & Fiction]|Tara Sivec|https://m.media-amazon.com/images/I/51AuIDhh1+L.jpg|"[About the Author, 'Tara Sivec is a wife, mom, chauffeur, soccer coach, babysitter, short-order cook, genius and the funniest person she\'s ever met. She lives in Ohio with her husband and two kids. In her spare time she likes to write and make people spit Diet Coke out of their nose. Most of her material comes from real life experiences with family and friends. Lucky for them, the names have been changed to protect the innocent (aka, drunk).', Review, '""I LOVED, LOVED, LOVED this series. I have"
B019YL64P0|Rescuing Rayne: An Army Special Forces Military Romance|Kindle Edition|[  Romance]|Susan Stoker|https://m.media-amazon.com/images/I/51pxTKVheDL.jpg|"[Review, '""Another winner! Rescuing Rayne is sexy and mysterious from page one!"" ~Cristin Harber,', NYT, 'Bestselling Author""You can\'t go wrong with Susan Stoker!"" ~Sawyer Bennett,', NYT, Bestselling Author, From the Author, 'Delta Force HeroesRescuing RayneRescuing AimeeRescuing EmilyRescuing HarleyMarrying Emily (novella)Rescuing KassieRescuing BrynRescuing CaseyRescuing Sadie (novella)Rescuing WendyRescuing MaryRescuing Macie (novella)Rescuing Annie (Feb 2022)Mountain MercenariesDefending Al"
B07X8ZH6BS|Uncrowned (Cradle Book 7)|Kindle Edition|[  Science Fiction & Fantasy]|Will Wight|https://m.media-amazon.com/images/I/5130VypFECL.jpg|[]
B00MARJTYO|Slow Burn: Box Set 1-3|Kindle Edition|[  'Mystery, Thriller & Suspense']|Bobby Adair|https://m.media-amazon.com/images/I/51phag3AuNS.jpg|[]
B07P5FMYLJ|Flirting with the Frenemy (Bro Code Book 1)|Kindle Edition|[  Romance]|Pippa Grant|https://m.media-amazon.com/images/I/51bgRNH7BbL.jpg|"[Review, '""The perfect blend of', 'romance, drama and comedy', 'including all things pirate."" ~', '5 stars, Booked Mercy', '""Pippa Grant achieves perfection with this', 'hilariously funny, super heartwarming, and overall delightful-to-read', 'book."" ~', '5 stars, Melonie on Goodreads', '""If you\'re looking for', the perfect romantic comedy, ', look no further. Between hunting for a peg leg, two people who are cursed by the universe, a foul mouthed parrot, and an adorable little boy you will have"
B0058UXHHK|Twenty-Eight and a Half Wishes (Rose Gardner Mystery, Book 1)|Kindle Edition|[  'Mystery, Thriller & Suspense']|Denise Grover Swank|https://m.media-amazon.com/images/I/51dWZ4NQnkL.jpg|[About the Author, New York Times, ',', Wall Street Journal, ', and', USA Today, 'bestselling author Denise Grover Swank has released over thirty novels and novellas and has sold over two million books. She writes mysteries with romance, humorous romance, light-hearted young adult romance, and urban fantasy. She lives in Blue Springs, Missouri with her three naughty dogs and six imaginative children. You can find out more about Denise at denisegroverswank.com.', From the Inside Flap, Free ebook 
B00WLD27N2|PUCKED (A Standalone Romantic Comedy) (The Pucked Series Book 1)|Kindle Edition|[  Romance]|Helena Hunting|https://m.media-amazon.com/images/I/510LCjvKgML.jpg|"[Review, '""', 'PUCKED is a unique, deliciously hot, endearingly sweet, laugh out loud, fantastically good time romance', '!! I adored Violet, I swooned hard for Alex, I loved every single page!! Prepare to get PUCKED - you\'ll enjoy every minute."" ~', NYT Bestselling author, 'Emma Chase""Pucked is a must read.', 'LOL funny, sigh inducing swoony', 'and fanning myself sexy. All the stars!"" ~', USA Today Bestselling author, 'Daisy Prescott"" . . . a', highly entertaining, 'hot mess of inappropriatene"
B01DNJMO76|Say Goodbye for Now|Kindle Edition|[  Literature & Fiction]|Catherine Ryan Hyde|https://m.media-amazon.com/images/I/5130dmvSXeL.jpg|[Review, 'An Amazon Best Book of the Month: Literature & Fiction Category', '“A moving story about patience, trust, the families we choose, and the love it takes to let somebody go.”', —, Booklist, '“[A] heartwarming tale of transgression and redemption.”', —, Kirkus Reviews, “Catherine Ryan Hyde delivers once again with this feel-good story guaranteed to be a hit…”, —, Redbook, '“Catherine Ryan Hyde is a most discerning and gifted writer. She writes quietly yet powerfully, with words chosen and
B01N664XZ4|New York Deep|Kindle Edition|[  'Mystery, Thriller & Suspense']|Andrew J. Morgan|https://m.media-amazon.com/images/I/51yAD5K9LVL.jpg|"[Review, 'Very entertaining and enjoyable...If you like your sci-fi with a focus on realistic technology backdropped by a looming alien threat and earthly conspiracies, you should like this one.', '-- ""Richard Phillips, bestselling author of the Rho Agenda series, on Vessel""', --This text refers to the, audioCD, edition., About the Author, Andrew J. Morgan, 'is a British science fiction author, journalist, and photographer. After quitting a career as a civil engineer, he pursued his love of writ"
B00GVRVEG0|Ruin and Rising (The Shadow and Bone Trilogy Book 3)|Kindle Edition|[  Teen & Young Adult]|Leigh Bardugo|https://m.media-amazon.com/images/I/51mhK52g3AL.jpg|[From School Library Journal, 'Gr 8 Up—The Darkling has finally risen, and only Alina Starkov has the power to free Ravka from his evil influence. But with her powers depleted, her best friend injured and broken, and boyfriend Mal at odds with her decisions, Alina knows her odds of finding the elusive firebird are stacked against her. As Alina seeks out the firebird amplifier that will give her the power she needs to defeat The Darkling, she learns that her ties to him may be too great for her t
B000O76ON6|Neuromancer (Sprawl Trilogy Book 1)|Kindle Edition|[  'Mystery, Thriller & Suspense']|No Disponible|https://m.media-amazon.com/images/I/51kPXuFxzVL.jpg|[]
B00BAZ4YBK|Emma's Secret: A Novel (Finding Emma Book 2)|Kindle Edition|[  Literature & Fiction]|Steena Holmes|https://m.media-amazon.com/images/I/51VTvSYLehL.jpg|[About the Author, 'Steena Holmes grew up in a small town in Canada and holds a bachelor’s degree in Theology. She is the author of two previous novels,', Chocolate Reality, and, Finding Emma, '. In 2012, she received the Indie Excellence Award. Holmes enjoys writing stories other mothers of young children can relate to. She currently lives in Calgary with her husband and three daughters and loves to wake up to the Rocky Mountains each morning.', 'Kate Rudd was born and raised in coastal West Mi
B00AP2VQEM|Crazy Rich Asians (Crazy Rich Asians Trilogy Book 1)|Kindle Edition|[  Literature & Fiction]|Kevin Kwan|https://m.media-amazon.com/images/I/41JxUsNliGL.jpg|[Review, “A dizzily shopaholic comedy.... Wickedly delectable.... Offers refreshing nouveau voyeurism to readers who long ago burned out on American and English aspirational fantasies.... Hilarious.”, —, 'Janet Maslin,', The New York Times, “It’s impossible not to get sucked into this satirical novel about the jet-setting lives of an enormous busybody family and its infinite Louboutin collection.”, —, Glamour, '“There’s rich, there’s filthy rich, and then there’s', crazy, rich.... A, Pride and P
B0841P328G|The Book of Two Ways: A Novel||[  Literature & Fiction]|Jodi Picoult|https://m.media-amazon.com/images/I/51DeA20CbzS.jpg|[Amazon.com Review, 'An Amazon Best Book of September 2020:', 'How many of us have looked back on a decision that changed our lives and wondered: what if we had made a different choice? Picoult’s novel', The Book of Two Ways, 'digs into this very question and the result is incredibly thought-provoking. Dawn Edelstein was once a young grad student working on a dig in Egypt, in love with a fellow Egyptologist, and getting ever closer to proving a radical new theory about ancient Egyptians’ burial 
B0095ZQ36G|A Higher Call: An Incredible True Story of Combat and Chivalry in the War-Torn Skies of World War II|Kindle Edition|[  Biographies & Memoirs]|Larry Alexander|https://m.media-amazon.com/images/I/51NJjYcSeXL.jpg|[Review, Praise for, A Higher Call, “A remarkable story...worth retelling and celebrating.”—, USA Today, “Beautifully told.”, —CNN, “A riveting story of humanity and mercy set against the ghastly backdrop of war.”, —Publishers Weekly, '“Oh, it’s a good one!”', —Fox News, “Deeply felt by its author and deeply affecting to read.”, —The Times, '(London)“A truly awe inspiring story of wartime chivalry.”', —Daily Mail, '(London)“Incredible.”', —New York Post, “Inspiring.”, —Kirkus Reviews, '“Simply t
B01NAWAH85|Oathbringer: Book Three of the Stormlight Archive|Kindle Edition|[  Science Fiction & Fantasy]|Brandon Sanderson|https://m.media-amazon.com/images/I/51G3r2QSvoL.jpg|"[From the Artist, Brandon Sanderson; read by Michael Kramer and Kate Reading, --This text refers to an alternate, kindle_edition, edition., Review, Praise for Brandon Sanderson, '""Sanderson is an evil genius. There is simply no other way to describe what he\'s managed to pull off in this transcendent final volume of his Mistborn trilogy."" ―', 'RT Book Reviews (Gold Medal, Top Pick!) on The Hero of Ages', '""It\'s rare for a fiction writer to have much understanding of how leadership works and how"
B01N9CYNK4|Silver Tongue: Nate Temple Series Book 4|Kindle Edition|[  'Mystery, Thriller & Suspense']|Shayne Silvers|https://m.media-amazon.com/images/I/51XslWimn-L._SY346_.jpg|"[Review, '""', Kevin Hearne, ',', Jim Butcher, ',', K.F. Breene, and now, Shayne Silvers, has been added to my, favorite Urban Fantasy, 'Authors list."" - Michael Anderle, Amazon Bestselling Author ""', 'Best books I\'ve read', 'in thirty years.""""His', intense actions, scenes let you, see, the, fangs and claws, ',', hear, the, gunshots, ',', feel, the, magic, ', and', smell, the, fear, '.""""Shayne could write a', grocery list, on a, dirty napkin, and make it an, international bestseller, '.""""All the"
B004CFAWK2|Fried Green Tomatoes at the Whistle Stop Cafe: A Novel (Ballantine Reader's Circle)|Kindle Edition|[  Literature & Fiction]|Fannie Flagg|https://m.media-amazon.com/images/I/51cVe8iJPBL.jpg|[Review, '“A real novel and a good one [from] the busy brain of a born storyteller.”', —, The New York Times, '“Happily for us, Fannie Flagg has preserved [the Threadgoodes] in a richly comic, poignant narrative that records the exuberance of their lives, the sadness of their departure.”', —Harper Lee, '“This whole literary enterprise shines with honesty, gallantry, and love of perfect details that might otherwise be forgotten.”', —, Los Angeles Times, “Funny and macabre.”, —, The Washington Pos
B08LKBY9MN|The Highland Fling|Kindle Edition|[  Romance]|Meghan Quinn||[Review, 'An Amazon Best Book of the Month: Romance', About the Author, USA Today, 'bestselling author, wife, adoptive mother, peanut butter lover, and author of romantic comedies and contemporary romance, Meghan Quinn brings readers the perfect combination of heart, humor, and heat in every book.', Text “READ” to 474747 to never miss another one of Meghan Quinn’s releases.]
B00AESRRRC|Summer in Napa (A St. Helena Vineyard Novel)|Kindle Edition|[  Literature & Fiction]|Marina Adair||[About the Author, 'Marina Adair is a national bestselling author of romance novels. Along with the St. Helena Vineyard series, she is the author of', Tucker’s Crossing, ', part of the Sweet Plains series. She lives with her husband and daughter in Northern California.', From Library Journal, 'Blindsided when she catches her husband cheating with their restaurant\'s sous chef, restaurateur Alexis Moreau leaves the Big Apple, worms and all, and heads home to St. Helena in California\'s Napa Valle
B004JN1CW4|The Death Cure (The Maze Runner, Book 3)|Kindle Edition|[  Teen & Young Adult]|James Dashner|https://m.media-amazon.com/images/I/51CivT3CvrL.jpg|[Review, 'Praise for James Dashner and the Maze Runner series:', A #1, New York Times, Bestselling Series A, USA Today, Bestseller A, Kirkus Reviews, 'Best Teen Book of the Year An ALA-YASLA Best Fiction for Young Adults Book An ALA-YALSA Quick Pick   “[A] mysterious survival saga that passionate fans describe as', a fusion of, 'Lord of the Flies, The Hunger Games,', and, Lost., ” —, EW, “Wonderful action writing—, fast-paced, . . . but smart and well observed.” —, Newsday, '“[A', '] nail-biting
B004J4X7JO|Behind the Beautiful Forevers: Life, death, and hope in a Mumbai undercity|Kindle Edition|[  Politics & Social Sciences]|Katherine Boo|https://m.media-amazon.com/images/I/51yTdArOTaL.jpg|"[Amazon.com Review, 'Amazon Best Books of the Month, February 2012', ': Katherine Boo spent three years among the residents of the Annawadi slum, a sprawling, cockeyed settlement of more than 300 tin-roof huts and shacks in the shadow of Mumbai\'s International Airport. From within this ""sumpy plug of slum,"" Boo unearths stories both tragic and poignant--about residents\' efforts to raise families, earn a living, or simply survive. These unforgettable characters all nurture far-fetched dreams of"
B00MQ994T6|Seven Sisters (Seven Sisters Series Book 1)|Kindle Edition|[  Literature & Fiction]|Monica Bullock|https://m.media-amazon.com/images/I/51Zlp6dZf3L.jpg|[About the Author, --This text refers to an alternate, kindle_edition, edition.]
B00C4MF3AY|Conflict of Interest: A Legal Thriller (Joe Dillard Series Book 5)|Kindle Edition|[  Literature & Fiction]|Scott Pratt|https://m.media-amazon.com/images/I/51l2Y2pvDnL.jpg|[From the Author, SCOTT PRATT, is a, Wall Street Journal, 'bestselling author whose books have sold more than five million copies. He was born in South Haven, Michigan, and grew up in Jonesborough, Tennessee. He was a veteran of the United States Air Force and earned a Bachelor of Arts degree in English from East Tennessee State University and a Doctor of Jurisprudence from the University of Tennessee.', BOOKS IN THE JOE DILLARD SERIES, An Innocent Client, An Innocent Client, In Good Faith, In G
B00BVC1SSE|The Murder at Sissingham Hall (An Angela Marchmont Mystery Book 1)|Kindle Edition|[  'Mystery, Thriller & Suspense']|Clara Benson|https://m.media-amazon.com/images/I/41Vg30m+9jL.jpg|"[Review, '""It\'s absolutely delightful, and I would recommend it to anyone who\'s a fan of Sarah Caudwell, or Agatha Christie, or anyone who loves really clever British murder mysteries set in the \'20s."" - Gillian Flynn, author of', Gone Girl, ', Goodreads.', About the Author, 'Clara Benson is the author of the Angela Marchmont Mysteries and Freddy Pilkington-Soames Adventures - traditional English whodunits in authentic style set in the 1920s and 30s. One day she would like to drink cocktails "
B0074VTHKM|Theodore Boone: The Accused|Kindle Edition|[  'Children\'s eBooks']|John Grisham|https://m.media-amazon.com/images/I/51wojpS6m9L.jpg|[From School Library Journal, 'Gr 6-8-Theodore Boone is being stalked. His lawyer parents are involved in a high-profile case. On the last day of the trial, Theo discovers that his locker has been broken into. Later that day, one of his bike tires is slashed. As if things couldn\'t get any worse, the 13-year-old becomes the main suspect after a local store is robbed and computers are found in his locker. With the help of his uncle, Theo uses his investigative skills to determine who is behind th
B017G7JXNE|The Apartment: A Novel|Kindle Edition|[  Literature & Fiction]|Danielle Steel|https://m.media-amazon.com/images/I/51glai9lhxL.jpg|[Review, Praise for Danielle Steel, “Steel is one of the best!”, —, Los Angeles Times, “Few modern writers convey the pathos of family and material life with such heartfelt empathy.”, —, The Philadelphia Inquirer, “Steel pulls out all the emotional stops. . . . She delivers!”, —, Publishers Weekly, “What counts for the reader is the ring of authenticity.”, —, San Francisco Chronicle, About the Author, 'Danielle Steel has been hailed as one of the world’s most popular authors, with over 590 milli
B007NKMQGQ|Shadow and Bone (The Shadow and Bone Trilogy Book 1)|Kindle Edition|[  Teen & Young Adult]|Leigh Bardugo|https://m.media-amazon.com/images/I/51W7izfEZvL.jpg|[Amazon.com Review, 'Amazon Best Books of the Month, June 2012: Alina Starkov has never been anything more than yet another orphan of her country’s ongoing wars...until she channels magic not seen in centuries to protect her best friend, Mal. Her newfound powers attract the attention of the Darkling, the most powerful of the country’s magic wielders. He tells Alina that her magic can heal the Shadow Fold, if she can only learn to control it--and if she agrees to trust the Darkling, despite the m
B07DHDM8DH|Seeker|Kindle Edition|[  Literature & Fiction]|Douglas E. Richards|https://m.media-amazon.com/images/I/51FT7j8nzTL.jpg|"[Review, '""Richards is an extraordinary writer,"" (Dean Koontz) who can ""keep you turning the pages all night long."" (Douglas Preston).', '""Richards is a worthy successor to Michael Crichton."" (SF Book.com)', 'SELECTED HEADLINES FROM OVER 800 FIVE-STAR AMAZON REVIEWS:', '""Incredible. Amazing. Completely engaging!"" ""Futuristic science-fiction roller-coaster."" ""Stunning.""""A masterpiece!""""Excellent work. Eye-opening."" ""Wow! What a trip!"" ""Best book in years.""""Mind-blowing!""""Douglas Richards does it "
B002NC733U|The Miraculous Journey of Edward Tulane|Kindle Edition|[  'Children\'s eBooks']|Kate DiCamillo|https://m.media-amazon.com/images/I/51+5cwVK9aL.jpg|[Excerpt. © Reprinted by permission. All rights reserved., CHAPTER ONE, 'Once, in a house on Egypt Street, there lived a rabbit who was made almost entirely of china. He had china arms and china legs, china paws and a china head, a china torso and a china nose. His arms and legs were jointed and joined by wire so that his china elbows and china knees could be bent, giving him much freedom of movement.His ears were made of real rabbit fur, and beneath the fur, there were strong, bendable wires, w
B003062GEE|Open|Kindle Edition|[  Sports & Outdoors]|Andre Agassi|https://m.media-amazon.com/images/I/51k2WHTpQYL.jpg|[Review, A, New York Times, Notable Book and a, 'Forbes, San Francisco Chronicle,', and, Washington Post, Best Book of the Year, '“Agassi may have just penned one of the best sports autobiographies of all time. Check—it’s one of the better memoirs out there, period. . . . An unvarnished, at times inspiring story [told] in an arresting, muscular style. . . . Agassi’s memoir is just as entrancing as his tennis game.”—', Time, “Fascinating. . . . Inspiring. . . ., Open, 'describes Agassi’s personal
B005HFNWJO|Under the Never Sky|Kindle Edition|[  Teen & Young Adult]|Veronica Rossi|https://m.media-amazon.com/images/I/51euoD6bk6L.jpg|[About the Author, Veronica Rossi graduated from UCLA. The first book in her, New York Times, 'bestselling Under the Never Sky trilogy was named an ALA Best Fiction for Young Adults selection and an Indie Next List Pick. The second book,', Through the Ever Night, ', was a', New York Times, and, USA Today, bestseller. The series has been optioned for film. Veronica lives in northern California with her husband and two sons., --This text refers to the, kindle_edition_av, edition., From the Inside 
B00PX02PU0|Dangerous Secrets: Callaghan Brothers, Book 1|Kindle Edition|[  Literature & Fiction]|Abbie Zanders|https://m.media-amazon.com/images/I/41EbuKIt-sL.jpg|"[Review, '""', Excellent Series Start, '... Strong, sexy Alpha men and the equally strong, vibrant women they find to love. Doesn\'t get much better than that."" -', Amazon Customer Review, '""', WoW!, 'This book grabs youfrom the beginning and doesn\'t let go until the very end."" -', Amazon CustomerReview, From the Author, The Callaghan Brothers, is, 'a series, but I hold to my promise:', 'no cliffhangers,', ever, '. Each book is a story in itself, and focuses on a different Callaghan brother. You"
B08WN6T9BJ|Magical Midlife Meeting: A Paranormal Women's Fiction Novel (Leveling Up Book 5)|Kindle Edition|[  Science Fiction & Fantasy]|K.F. Breene|https://m.media-amazon.com/images/I/51n-NHY+vFL.jpg|[About the Author, 'K.F. Breene is a Wall Street Journal, USA Today, Washington Post, and Amazon Charts bestselling author of paranormal romance, urban fantasy, and fantasy novels. With over four million books sold, when she\'s not penning stories about magic and what goes bump in the night, she\'s sipping wine and planning shenanigans. She lives in Northern California with her husband, two children and out of work treadmill.', --This text refers to the, paperback, edition.]
B00I9NSFDO|Pleasure Extraordinaire 1 (Pleasure Extraordinaire, Book 1)|Kindle Edition|[  Literature & Fiction]|Liv Bennett|https://m.media-amazon.com/images/I/41H-X1r2IHL.jpg|"[Review, 'What the readers are saying,', '""From the beginning to the end, it was orgasmic!!!!""', '""Whew I needed ice to cool me off after reading that scene.""', '""Very interesting plot!!! I wouldn\'t mind being ""seven"" at the great pleasure extraordinaire...""', '""It should come with a warning that a cold shower may be necessary after reading.""', '""My husband loved the results of my reading this book.""', '""So many of todays romance/erotic books are so similar in theme, but this one is fairly uniq"
B000NY12LO|Nineteen Minutes: A novel|Kindle Edition|[  Literature & Fiction]|Jodi Picoult|https://m.media-amazon.com/images/I/51uhO3hMyNL.jpg|"[Review, '""Jodi Picoult\'s books explore all the shades of gray in a world too often judged in black and white.""', --, St. Louis Post-Dispatch, About the Author, 'Jodi Picoult received an AB in creative writing from Princeton and a master’s degree in education from Harvard. The recipient of the 2003 New England Book Award for her entire body of work, she is the author of twenty-seven novels, including the #1', New York Times, bestsellers, House Rules, ',', Handle With Care, ',', Change of Heart,"
B004QX07EG|The Rook: A Novel (The Rook Files Book 1)||[  Literature & Fiction]|'Daniel O\'Malley'|https://m.media-amazon.com/images/I/41waD-k0-VL.jpg|"[Review, '""Utterly convincing and engrossing---totally thought-through and frequently hilarious. The writing is confident and fully fledged. Even this aging, jaded, attention-deficit-disordered critic was blown away."" (', TIME, Lev Grossman, ')""The pace never lets up in this entertaining high-action read....A near-perfect supernatural thriller....Something unexpected happens on almost every page. Don\'t start this book unless you\'ve got lots of time, because you won\'t want to put it down. It\'"
B0092PPWKC|Edgewood|Kindle Edition|[  Teen & Young Adult]|Karen McQuestion|https://m.media-amazon.com/images/I/415D2+1ZkBL.jpg|"[Review, Reviews of, EDGEWOOD, '""I LOVED LOVED LOVED this book. It was so much action from the very beginning to the very end. It even had a lot of romance in it... Pick up this book and read it. You will love it."" --', Tiffany from Once Upon A Twilight.com reviews, '""I feel like I\'ve been waiting for this book. It\'s kind of like all my favorite comic books rolled into one awesome package... I\'m eagerly awaiting the second book, I\'m hooked!"" --', The Kindle Book Review, '""This book was nothi"
B0076DCJ30|Confessions of a Murder Suspect|Kindle Edition|[  Teen & Young Adult]|James Patterson|https://m.media-amazon.com/images/I/51xjo8Y1G6L.jpg|"[Review, '""The complex, clever plot keeps the pages turning as it wends its way to a surprising resolution and several cliffhangers.""―', CommonSenseMedia.org, --This text refers to an alternate, kindle_edition, edition., From School Library Journal, '(c) Copyright 2011. Library Journals LLC, a wholly owned subsidiary of Media Source, Inc. No redistribution permitted.', --This text refers to an alternate, kindle_edition, edition., About the Author, James Patterson has had more, New York Times, 'b"
B07YCNRCJ5|Cleo McDougal Regrets Nothing: A Novel|Kindle Edition|[  Literature & Fiction]|Allison Winn Scotch|https://m.media-amazon.com/images/I/51Mhuzs8yuL.jpg|[Review, '“A heartfelt tale of hypocrisy, ambition, love and more.”', —GoodMorningAmerica.com, '“Scotch’s trademark humor and heart are on full display in this expertly plotted and characterized outing. The author’s fans will devour this, and it will win her new readers as well.”', —, Publishers Weekly, “, Cleo McDougal Regrets Nothing, is a rousing anthem to the power of womanhood. Cleo is an eminently relatable character who finds redemption and empowerment over the course of her journey.”, —A
B0BBY6R1KT|A Girl Called Samson: A Novel|Kindle Edition|[  Literature & Fiction]|Amy Harmon|https://m.media-amazon.com/images/I/51AgWtXT06L.jpg|[Review, '“This is a thought-provoking, deeply moving read in which a patriotic woman, forbidden from serving her country due to her sex, defies all odds to do it anyway. Harmon’s riveting narrative allows Samson’s bravery, both on and off the battlefield, to soar from the pages of long-forgotten history.”', —, Historical Novels Review, “This story has completely captured my adventurous heart.”, '—Brenda McDearmon, Texas Over Fifty Travel Blog', “A masterpiece. This is a brilliant book.”, '—Chri
B07JMVWYK6|Legend of the Arch Magus: The Expansion|Kindle Edition|[  Science Fiction & Fantasy]|Michael Sisa|https://m.media-amazon.com/images/I/51maE-okQRL.jpg|[]
B009XIGY4Q|Buried (Twisted Cedar Mysteries Book 1)|Kindle Edition|[  'Mystery, Thriller & Suspense']|C.J. Carmichael||"[Review, '""One of my favorite elements of Carmichael\'s books is her gripping portrayal of family dynamics."" Kathy Altman, USA Today""Carmichael\'s dialogue sparkles..."" Romantic Times Reviews""When I tally up the books I\'ve read at the end of the year this book will stick out on the keeper shelf..."" Debbie K. Gilbert, Amazon, on The Fourth Child""C.J. Carmichael\'s The Dad Next Door is remarkably well written. Her characters have depth...and her depiction of their emotions is spot-on..."" Romantic"
B07BDFJ44R|Rapid Falls|Kindle Edition|[  Literature & Fiction]|Amber Cowie|https://m.media-amazon.com/images/I/51j08zCDRQL.jpg|[Review, “, Rapid Falls, 'is an ingenious thriller cleverly disguised as a straightforward story about two sisters coping with the aftermath of a tragedy. Just when I’d thought I’d figured it out, the novel twisted into something entirely different, leading to an ending worthy of Alfred Hitchcock. You aren’t going to want to miss this remarkable novel.”', '—Karen McQuestion, bestselling author of', Hello Love, “, Rapid Falls, 'flips the script of the family saga of tough love and simmering resen
B08RS5JH69|The Arrangement (Arrangement Novels Book 1)|Kindle Edition|[  Literature & Fiction]|Kiersten Modglin||"[Review, '""...without a doubt,', 'this is one of Modglin\'s most unpredictable stories yet', '.""-Emerald O\'Brien, Author of Follow Her Home""Plan to lose sleep...""-Serena, Amazon Reviewer""Seriously, this is', '[Modglin\'s] best yet!', '""-Crystal, Goodreads Reviewer""', I devoured this book in hours., Nothing about this story is routine. ...will have you, 'on the edge of your seat in shock, in anticipation, and absolute terror', . Everything is so well-calculated and so beautifully timed., I did n"
B00SN3EZKW|Flowers in the Snow (The Edenville Series Book 1)|Kindle Edition|[  Literature & Fiction]|Danielle Stewart||"[Review, 'Wonderful! Riveting story about ignorance and racial bigotry in the south during the 60\'s. Reminded me of ""The Help"" which was a favorite novel of mine. Told from the perspective of a young girl confused and alarmed by the escalating violence in her small town involving kkk members who were also relatives and prominent citizens. Couldn\'t stop reading but didn\'t want it to end. Fortunately there are 2 sequels that follow these characters further into their lives. Highly recommended! "
