user_id,categories,top_books
AGA5INWSKLQFSJYEKLMES7DBSQSA,[  Literature & Fiction],"B09RW9H3QH,B09LNCYFCB,B09GZTSY2K"
AGABY6U5AWUP5G4SI2IAWQMDEU3Q,[  Literature & Fiction],"B01AAXMLVW,B011ETZ2WQ,B00BVFM04C"
AGAC4RVOL77WOYX3J5S4VSYKJ77A,[  Literature & Fiction],"B005723K2Q,B00C8S9W0G,B000FC2L1E"
AGACE522X4536OOBGDDDL5T3RS7Q,[  Literature & Fiction],"B07Y82N2M3,B09G6DMDVR,B07MHGG3L3"
AGAE3EACLJIMLAJ5DPQMUDMZOXIQ,[  Literature & Fiction],"B09CNDV984,B00F240FDG,B073XJDDLJ"
AGAJFE3FJPG2SK4ZIB4UMQJBWNNQ,[  Literature & Fiction],"B088FF4S7Q,B087PL9QKL,B01122BZNK"
AGAKXCP6YR634KDP7I334QWSHJRA,[  Literature & Fiction],"B01LP583ES,B07B89ZBZC,B06WGTZXG7"
AGAMICAHSGS6TUEVJ25TPIK7ARJA,[  Literature & Fiction],"B09C6LW4XW,B0998WPHDS,B08WRH53MY"
AGAMWTMRKG45C6OSJABHIEOG7LWQ,[  Literature & Fiction],"B076CJX3YN,B01M14UN1J,B0014H32E4"
AGANB4XVONOB5NSFR4IGGAZQM44A,[  Literature & Fiction],"B091N9KW8N,B09NJBVM8Z,B09NJGSCXW"
AGAPCG7DQXIDIJX2DXE4X6XXFILQ,[  Literature & Fiction],"B01KF0I4SY,B01LXLTIFZ,B06XBTFR8V"
AGAQVO6ZDS7FHN3FSOCZNA4AL6NA,[  Literature & Fiction],"B0089LOMAG,B005OUJGNS,B005K0HDGE"
AGARD4K55EMZED25RE6PO66MW2CA,[  Literature & Fiction],"B0998WPHDS,B07D8P8DS7,B07P2VZ6ZL"
AGARY6WLD2G4BNCXD5YZJTEN7Q7A,[  Literature & Fiction],"B00QFMNCKC,B07Z3NMF9X,B08HXZ4P35"
AGAYHFUX4NRGPHBLJOFZ5BBA5WVA,[  Literature & Fiction],"B09TWSRMCB,B009U9S540,B0976V6YSL"
AGAYHFZPGMOAO5BCOSR4MEDGU6HA,[  Literature & Fiction],"B07L2VDHXT,B00S6Z3S8C,B07H74W5N1"
AGB2XS367S4LXQEYDAKI5CUKHN4A,[  Literature & Fiction],"B078X9D4H5,B075TV5BHW,B00PM995TG"
AGB4YL2QV5ZE3MDWUAKPF6PI5RLA,[  Literature & Fiction],"B07FVK3HGQ,B01CWMKZ8A,B09VCVKSJT"
AGBBB3J55F4AF7QMK56FVKQZ7JFQ,"[  'Mystery, Thriller & Suspense']","B0727X1KCK,B009LKJZWY,B00E9TY9A0"
AGBDNO42FZZPI53GZUQUV2QAAYXA,[  Literature & Fiction],"B004PYDGBM,B004J4WKOW,B01M14UN1J"
AGBEH2LBWPSVVKKCSY2MV7OWXSMA,[  Literature & Fiction],"B00JSW7IH4,B00DMHFSLY,B00A2ZW1A0"
AGBELJHRP3N5MFFN3RJ7FWZCMAKA,[  Literature & Fiction],"B09RW9H3QH,B09LNCYFCB,B08VH1C4Q5"
AGBFK7MLAWWXSXP5TRHTLYXQJG6Q,[  Literature & Fiction],"B085BVSXS9,B082J5KYG6,B07NTMH6DR"
AGBFUGAM2QK537OEJZZ3WLYRFYIQ,[  Literature & Fiction],"B09PNM8FFN,B08RYQDKP2,B07MV8SWZF"
AGBJEL2644ID4XVEFBPGSJ7H4TIQ,[  Literature & Fiction],"B0BDW83LGQ,B09HLCTYZ8,B098YJJ4TQ"
AGBKBX477VH6B2AU6H57WE4D2KCQ,[  Literature & Fiction],"B09B71P1W3,B09LXJ1F9Y,B01NCQOPFD"
AGBNEOQYGA7TYGSG456LTARE3DZQ,[  Teen & Young Adult],"B010ZXKCJU,B06Y5HPRLC,B074H6T1VZ"
AGBOH4RD23473HXQDOFL6A2XAX3Q,[  Literature & Fiction],"B07QF3KCPV,B09T2PCLW8,B07L7VQ1ZJ"
AGBOVOIZ3XMGHSKVYVOQVU4NIYVQ,[  Literature & Fiction],"B00MZWA65K,B00LD1RWP6,B000JMKR4S"
AGBS6JXD3TLXRXSUS6FYS5CX2A5A,[  Literature & Fiction],"B0BHXK5WC3,B07DN155VV,B00X593FYG"
AGBSBTMGYFHRUFU53KSUXUSYSGXA,[  Literature & Fiction],"B08NLXR9V5,B01CBLURCG,B0841NPVX5"
AGBSSPDHNFS7ANIUPMI7WTR23B5A,[  Literature & Fiction],"B004XFYN9M,B08G1FSK7B,B009WQ9YMS"
AGBUOFRBWF5AX2E3GHLVDQXFJWXQ,[  Literature & Fiction],"B00ESEEEMO,B01CCWQ8EA,B00DB2QZPI"
AGBW7OXOS7M6GTVGD4RD2ZFJZFWQ,[  Literature & Fiction],"B08TX2JJG9,B08F3ZVSYJ,B08DRV2R7T"
AGBX7ORMUX4JEODMGGD5T2NSHMUA,[  Literature & Fiction],"B00CX5BYCI,B00A0M85KK,B004J4WN0I"
AGBXHQB4DTLKXVHN6KE54IJIT7FQ,[  Literature & Fiction],"B001VH6N02,B00B7QMYZK,B005SZ171I"
AGBXUEBEQVPGMO67Q2KOC7OWAZLQ,[  Literature & Fiction],"B08Z74PMS2,B07Y3145PQ,B07ZYPBYWL"
AGC234W3FUYMFGPUCHMCI5WDN6GA,[  Literature & Fiction],"B00IUA8IN8,B009WQ9YMS,B000SEI1EA"
AGC345DNZWNBM5KQY6LNCS66BMXA,[  Literature & Fiction],"B0089LOMAG,B009LRWVVY,B00EFWU91E"
AGC3NEAU3JLLVU5LB5KCSOP4WR7Q,[  Literature & Fiction],"B01DAD218C,B08RS5JH69,B08FHBV4ZX"
AGC3XFE5QZFEUBNI57H2XPJSBPIQ,[  Literature & Fiction],"B082SX9CXQ,B07X92GGBC,B07GNCQXXB"
AGC46LYXBQE7DPSNFID5QJ7UU5RA,[  Literature & Fiction],"B08LD4GXQ8,B077GS75HG,B01LZP2AA3"
AGC55QYVYGOTOMJN7PUYLXDYPWBQ,[  Teen & Young Adult],"B09NGPJ36S,B088QJ787J,B0BB52CCND"
AGC6RMTHKW7AZ3VJC2NR3SEJMDMA,[  Literature & Fiction],"B0BB64ZRMW,B08R2KLCXH,B01MFGX5GI"
AGC7DP23QS65DGPLJIO75Y3J6UXQ,[  Literature & Fiction],"B07MYLYBHP,B078MC547V,B07C8G8XT9"
AGC7STXX5OI7PHSDEYAILG2DWUCQ,[  Literature & Fiction],"B098PW8NP8,B088FF4S7Q,B0998WPHDS"
AGCCAESXN25VH56YY4V23HORTTYQ,[  Literature & Fiction],"B07Y31HNWR,B00AHE20W0,B088FF4S7Q"
AGCDH73DCTY3DF77W2EWHXPFN7OQ,[  Literature & Fiction],"B087ZXSPGJ,B008RVAP2C,B081Y47NRW"
AGCFT3HIJSAOWCHJATX5GN5XF2VA,[  Literature & Fiction],"B07MGS81WS,B083ZLK9PL,B0057P6FNO"
AGCHWGPGSWAIOBOY2L2AJC46UZ7Q,[  Literature & Fiction],"B002LA0A8O,B078GD3DRG,B009NESIEE"
AGCI5EJTGCLD4PKVN7DI4IQWVYFQ,[  Literature & Fiction],"B07NZJ7RX3,B01I2AK8DS,B07G8NTJVP"
AGCJBPU7L7GW4OGAHLT3MPGA7RZQ,[  Literature & Fiction],"B000NY12LO,B00MSR5EJA,B08RD9LWNT"
AGCJDIFFVTYXRE32FSBTYU447K2A,[  Literature & Fiction],"B01BKMXKPI,B01N5FBTVO,B072V27QMZ"
AGCL5VFH7OD43WLU3HEMO24WAV5Q,[  Literature & Fiction],"B008MMQ50C,B07Z3NMF9X,B07F18LND4"
AGCNLUEPVBI6NSVHRIXAE2NMOQPQ,[  Literature & Fiction],"B08LDXJC6N,B01JK5SU2U,B08G1FSK7B"
AGCOEAXRVP4INSUOFG43UOMSPZQQ,[  Literature & Fiction],"B005GG0MTC,B0073HQ85O,B07T6KS3QH"
AGCOWIMM2P43R7XU456XBZAOLXRA,[  Literature & Fiction],"B08MZPFY3J,B08G1D6PKK,B01LZF038I"
AGCPJMNPPNE2WGH6UGW3IWMEBEPQ,[  Literature & Fiction],"B01N3L1028,B01MAUBD33,B07RNZ25C5"
AGCRBSVWWEKNPV4PXZF6U4HYBOEA,[  Teen & Young Adult],"B0054R6BFM,B00URW6FMI,B00F1QX7W6"
AGCSBXLALGZ5RCK5DBMOP2P5IKTA,[  Literature & Fiction],"B001QEAQP8,B074DTJB2Y,B087132HDL"
AGCT52C2Z7US2NF2J7DAAUJO3HEQ,[  Literature & Fiction],"B078L6GCP3,B00C2GEJT8,B09CN5LBGK"
AGCWMYXZKNQTFPKGEAFNK4MYYVAQ,[  Literature & Fiction],"B08FHBV4ZX,B00IWTWOI2,B004J4WNL2"
AGCWREF4DW6BYM3WKR733DXRQJTA,[  Literature & Fiction],"B085C6J29D,B07K6G7QBR,B074H8NFDF"
AGCXMNBUTZAYSLGYUIEPJKMMXSSQ,[  Literature & Fiction],"B00LJKT64Q,B083TZV25B,B08Y779MWB"
AGCZ3E6RS3IVRXDNKO37I22SJ4BA,[  Literature & Fiction],"B084Z5Y14L,B01ARRWOOU,B07J3BR4Q7"
AGCZKUOWOBA42EEXURKJUPYG6EBQ,[  Literature & Fiction],"B07LGD67ZZ,B088FF4S7Q,B08L3NB7FL"
AGD2AKSRO3KNXJ3RA5GLJDGOMMWA,[  Literature & Fiction],"B01N2LPJ9Z,B088Z23LQ5,B0073HQ85O"
AGD42QC666XFFKIC3UDQKE2C52BA,[  Literature & Fiction],"B00J9VYDEA,B07MV8SWZF,B07VQR8SG7"
AGD4FHTVHRYJKULJAWVEP7FW4FUQ,[  Literature & Fiction],"B008J2KSLW,B01MSA1LNA,B00OAGWXI2"
AGD4GGBWDGFUSVMQHQOLNOU5YGFA,[  Literature & Fiction],"B082J5KYG6,B07TG6YSNQ,B07D2ZZK6N"
AGD7D4U532C3VO5JBTIITT5NXS7A,[  Literature & Fiction],"B09J8JSJL5,B09CGBK7FY,B07DK7FBDS"
AGD7TKNFO7OUYOUI7PZMDYDYEVMQ,[  Literature & Fiction],"B07B2DN68K,B07W2WP5F3,B07N662525"
AGDA2ELOYGO5INMP2LXRU4MIAYOA,[  Literature & Fiction],"B01M0614T9,B010MHAEGA,B005SHN43A"
AGDAIASAYWWI56DFHJLPV3YSB25A,[  Literature & Fiction],"B09ZKRWCG4,B0793DH5TP,B098YJJ4TQ"
AGDAIYIUKXR5XQTHZGVBKJEECQVA,[  Literature & Fiction],"B088FF4S7Q,B08QQZQTVM,B07HYGQ5JZ"
AGDBVAATFOXKE5PY4UB4ML2UEDBA,[  Literature & Fiction],"B0BB52CCND,B09FPXJS4H,B07TDMVLGC"
AGDCJNTO77UJJXFUB7JBWHQJWUAA,[  Literature & Fiction],"B09QMHZ53K,B0925DXNV1,B08V48WFCT"
AGDEABZSCIHX5IHXU2V3SAZMJI6A,[  Literature & Fiction],"B0976V6YSL,B091N9KW8N,B08ZZ1W8F3"
AGDEESCPODNKBBXOICWTQLBKN64Q,[  Literature & Fiction],"B07NXXYG1G,B07JFP39B5,B075FL22C9"
AGDEM75U7G3S7XE3VQWILFHGJXIQ,[  Literature & Fiction],"B08SBS41XV,B084357H23,B082HRSZKW"
AGDJBU7AENWOHFDWJQID5M2FARVQ,[  Literature & Fiction],"B07DTB52HJ,B07J1YY2VR,B075FL22C9"
AGDMBLCQUTFW3AGBEEKCAHYM3NPQ,[  Romance],"B09NZ5345D,B084VTC2P3,B009U5TCKU"
AGDMHREA37WT5IFC3QCRDLEUIPUA,[  Literature & Fiction],"B00H25FCSQ,B07KPD6NHN,B075HXST4P"
AGDMREDI4QE2PHLIGPDPJPN2LN2A,[  Literature & Fiction],"B07Y81YYN9,B09BTQ9HW6,B0BJZ8VZXH"
AGDMRYAGVSORK6QTM5BHSNTY4CUA,[  Literature & Fiction],"B073P962D9,B004BDOZZI,B009VPQW7K"
AGDNTVDDEOG7TGADLPMTIUN6S5YA,[  Literature & Fiction],"B07DMZ5YR9,B01M5IJM2U,B07C8G8XT9"
AGDOMLOVZSBLDO6XSVWPAL3ACDEA,[  Literature & Fiction],"B0749GQT4K,B0722YH8B6,B01IAAZ13M"
AGDOUHW3IGNEF6QNQ3CDOTJ3K76A,[  Literature & Fiction],"B07T9257DJ,B07L2VDHXT,B013X8TXPI"
AGDP3Y67LX5OVISMOYO26JXMBTKA,[  Teen & Young Adult],"B08NS24X2T,B0992Y537S,B08RWMTPCR"
AGDSEIZFV5MFKKCSVZVBZOPUJKOA,[  Literature & Fiction],"B09NSZJDMM,B091N9KW8N,B0992Y537S"
AGDUPPO2ZFH45KUV26LU4SC7DXEA,[  Science Fiction & Fantasy],"B079LZR278,B07DHDM8DH,B07CCB13RN"
AGDVUE4WE3MS42TV7TBDGVBJM4WQ,[  Literature & Fiction],"B082WW397G,B009WQ9YMS,B07CWSPSMX"
AGDWP2IUWWUQBCDWRLBMXD57JHAQ,[  Science Fiction & Fantasy],"B016VAQVXM,B088F4SXQF,B099LJNCHQ"
AGDX5TRXJ2P5ATH63OHZM5R4STDA,[  Literature & Fiction],"B01LY7FAHO,B00MZWA65K,B00CQZ653S"
AGE44G3I5O7JWPUZT7INIOPQSO5A,[  Literature & Fiction],"B0BCP3JP6F,B003D8V7DK,B0925FP6G6"
AGE4G2YLBB6QWF436TAJVVHDDS7A,[  Literature & Fiction],"B01M2B7EVP,B07ZTNXCDD,B088FF4S7Q"
AGE4OV5AZSNUU3YJW7NU76UWFHOQ,[  Literature & Fiction],"B0BB64ZRMW,B07V2PLDY2,B091N9KW8N"
AGECJ27VJNOARGSZPB5HFNDGQBMA,[  Literature & Fiction],"B07QDNZ1V2,B07MGS7HF1,B07RDH79S9"
AGEDKHEMYLT6TKYVTXGUIYDRDEMA,[  Literature & Fiction],"B008EYUP6I,B008EYULE4,B008EYUJDW"
AGEDXDJJ5ZZBQLSK2SXFTCWHAG3Q,[  Literature & Fiction],"B001NLL5AO,B005OQGC1Q,B08R75GRWM"
AGEE5Q3A4VXABN6MGMUYY73WAW4Q,[  Literature & Fiction],"B01FIT5ITU,B07KPD6NHN,B07QPHT8CB"
AGEEGHZ7IPFL672WKMGY7QHZOFKA,[  Literature & Fiction],"B01KGZVTOE,B078GD3DRG,B075ZV94CS"
AGEEYY7A33WQTP3TXMT3ZIVGGD5A,[  Literature & Fiction],"B081MXH4MQ,B07WJF5FHQ,B07R9PNH9F"
AGEGKNOOUNFCYZETRGB5HQ6R6BIQ,[  Literature & Fiction],"B08NY1H9KS,B091N9KW8N,B085NKRN5Y"
AGEHMRLUZUYZUDAY3ZJRJKVJQBLQ,[  Literature & Fiction],"B00DMHFSLY,B07Y8252TG,B01LZ37NWE"
AGEIXAEPCIWA4DIPLXZGAR2B32RQ,[  Literature & Fiction],"B078GD3DRG,B073BVCHKG,B06XXLFCPC"
AGEIZLE6YD3J5XSA33YBH73JJK7Q,[  Literature & Fiction],"B007978OY6,B079DMX6H6,B00N58XLLE"
AGEJPNABPSFXSVQAVZUNZ2ILZJEA,[  Literature & Fiction],"B0074VTHQ6,B00NKTTDH4,B08Y779MWB"
AGEK3X2GCYKZKS6YMKI6MQHXYNRA,[  Literature & Fiction],"B07XDVHDH4,B01M2B7EVP,B00KGLV9SA"
AGEKS2SGY3UNP3EZ4I6FEFWPCERA,[  Literature & Fiction],"B07NVD1276,B086K31XRZ,B00BVFM04C"
AGELB333HZDOYIXFELU5GQWGTVRQ,[  Literature & Fiction],"B00QPHKR3M,B003YL4LYI,B000FA5SMK"
AGELNALBYJ3DXHJ4QYOTYZJXIQJA,[  Literature & Fiction],"B076N5B7CJ,B01M25GTIM,B000FA5SPW"
AGEMFGYL2EEITPX4MIJ3Y5YLP4ZQ,[  Literature & Fiction],"B0998WPHDS,B07ZYPBYWL,B01LZXO62Z"
AGER23VB5ADD3RGMKCDC4A5I5B6Q,[  Literature & Fiction],"B009NFHF0Q,B000SEFNMS,B004CFA9RS"
AGEUJQ3XXCULZEVIIADVOESRS4BQ,[  Literature & Fiction],"B0834TWTHX,B09BQCPBGZ,B0992Y537S"
AGEWXRFDDQIBGWCAOGHC4XHHV4SQ,[  Literature & Fiction],"B09G6DMDVR,B079DPT97R,B07FSMWL5N"
AGEZJJFYRPUZYE2QNMVZHISH2DDQ,[  Literature & Fiction],"B07NCY8CXD,B00UA53KWK,B00M7C185A"
AGF3VFFX44K54TY3MJHYSKEDHDGQ,[  Literature & Fiction],"B0838J8GN6,B07PSFHQPG,B07QJD3B7S"
AGF3WINL6FNSGYSUEIUPDLVRLTQA,[  Literature & Fiction],"B0B1XQTZ1R,B09NGQ7BJ5,B085BWPVFC"
AGF542WBRFOZ3DBLBTJPNDKTQ2UA,"[  'Mystery, Thriller & Suspense']","B09Z3D5B34,B08R2JZJM6,B0841FHN4C"
AGF5FMY6MQJYDAUN3XCDTUATZIQQ,[  Literature & Fiction],"B09DYFQPNX,B005LHQWD6,B00A946MNQ"
AGF5K2ZF32XYRYU7SOVZRYWUIRGQ,[  Literature & Fiction],"B09RWNTLMR,B098NHZPWY,B012JKJT2S"
AGF5OVMOGOUCB7L7BO3RRSUWFJUA,[  Literature & Fiction],"B09P2M6S2X,B08FZNYQJC,B09B71P1W3"
AGFGBVLVZ42KSX3NFAXST2NH3B4A,[  Literature & Fiction],"B09TWSRMCB,B078GD3DRG,B01KGZVTOE"
AGFL3CIX2KQA5ZFM7WBF2FYR52YQ,[  Literature & Fiction],"B076M1Z7BQ,B006ZPRRVY,B01983NGMS"
AGFLPVSMKWFMBTENNEFSELVMYZHQ,[  Teen & Young Adult],"B071RX91GF,B000QCS8TW,B00DY9FEDM"
AGFMTATACV62Y2M5S7JI62M5W42A,[  Literature & Fiction],"B004XFYN9M,B078GD3DRG,B079JQDJB5"
AGFNEQXT6JBJ54UL3SATJNIAIOIQ,[  Literature & Fiction],"B08V5K7W31,B016PX6EZ0,B096RXSMX8"
AGFO5YWCEEG6PFNGRULICXHOXIRA,[  Literature & Fiction],"B07PCR7SYF,B072F3MYRH,B01M3RMQMG"
AGFPFRUUODEJZL35MT7KNAXDD5GQ,[  Science Fiction & Fantasy],"B0B4MY8PN8,B09HWX11N9,B09R6C5X88"
AGFULIT4644FVBLFRJVAA6WCABZQ,[  Literature & Fiction],"B08X472VK3,B00MRQJ5M4,B0777PYT6J"
AGFWPRXTFVKRYEOPRRFMG45DAZOQ,[  Literature & Fiction],"B0925DXNV1,B08LD4GXQ8,B087ZXSPGJ"
AGFZOWCST7P2NCBTAYN3RNPCLJDA,[  Literature & Fiction],"B005MAA8LY,B07Y22KM21,B00CLYSN4I"
AGG2XQBTW5QZQTU7AKRIJXC7DGYA,[  Literature & Fiction],"B08T84VZS6,B00BUWA58E,B07QF3KCPV"
AGG4BU2RCG73FNNGCI7RNLRYMRLQ,[  Science Fiction & Fantasy],"B01M10EFKJ,B00YDJKE4G,B00OIBPIZO"
AGG5A4ELG7YXFR5UNVIDSD7CG4TA,[  Literature & Fiction],"B006FBDHG2,B00EOALKXS,B017C6IAVA"
AGG7QATSQXDIU4UIFVVFYGEOKPYA,[  Literature & Fiction],"B08MZPFY3J,B07NVD1276,B07RGJB1D8"
AGGAZG5ILJVL7MZ4ZSUPUAOQRHMQ,[  Literature & Fiction],"B077TWQW1V,B0998WPHDS,B00QFMNCKC"
AGGDXU5UDYLHMK3JUU2N3PZIBBLQ,[  Literature & Fiction],"B09G6DMDVR,B07QNGTXNV,B07NVD1276"
AGGER76BUWDYJB5QBVJHDNCW2JQA,[  Literature & Fiction],"B003Y3BCRU,B002TXZS8A,B0064CL1T2"
AGGGSERZA5LYSB4EP7YZY7ULWYGQ,[  Literature & Fiction],"B0BBY6R1KT,B08V5K7W31,B078X9D4H5"
AGGH3ZRA6VACKMR7KUVGLD5BW5KA,[  Science Fiction & Fantasy],"B07T6KS3QH,B0089LODXW,B07L2VDHXT"
AGGHNZZVBZJE4VDB3VVT2RYHO2VA,[  Literature & Fiction],"B00BMKDTNC,B002U3CCYM,B000FA5SUM"
AGGN3JT7QO6YEXTLOWYXYV6FGIQA,[  Literature & Fiction],"B09VCVKSJT,B08X42T3VR,B07YKTKHWB"
AGGOEVKI2PDTWHS26UHXD757CCFQ,[  Literature & Fiction],"B07L2VDHXT,B07ZTNXCDD,B07P8DZJ7R"
AGGQOEYEPJ7UDHJGSSSU2BXUSDKQ,[  Literature & Fiction],"B003PPDB8K,B017C6IAVA,B007U3A23U"
AGGSRWFWV6K5QGHT25KJVG2SYWJQ,"[  'Mystery, Thriller & Suspense']","B01N2LPJ9Z,B00CYPL01M,B005SZ132Q"
AGGT2EVQJ35AJBX3OSNM7SJSABBA,[  Literature & Fiction],"B08TX2JJG9,B08F3ZVSYJ,B084HGL8J7"
AGGTXPKTEBM4H245S32Z2S4VLSQA,[  Literature & Fiction],"B005HXFVGS,B005HXFVGS,B005HXFVGS"
AGGX7L7GUWVNTLJBTE7M7U6335IA,[  Science Fiction & Fantasy],"B09R6C5X88,B0BG92Z2G2,B094CSB51K"
AGGYYLPACHN4T37CG6WDTWJ5MMVQ,[  Literature & Fiction],"B08RD8WFH9,B07B89ZBZC,B00Y6QEZV4"
AGGZ2SYUXMQJSS7PZBC2Z54TEMGQ,[  Literature & Fiction],"B002Z7G0QO,B01LQ64674,B06XYHLZLR"
AGGZCY4WHJLXFJHU77UITWZOOWHA,[  Literature & Fiction],"B01IH81XTI,B09C6LW4XW,B09CGBK7FY"
AGGZMQULN3OL442VBIZOPZ7VAIWQ,[  Literature & Fiction],"B0089LOG02,B00BAXFECK,B0036S4B6M"
AGH3BGKQ67YZXOMEVXUM2IEEJFRQ,[  Literature & Fiction],"B08MZSNWMZ,B017C6IAVA,B01LXBXC97"
AGH7DN7H5HIH6ZOQIGWTOIIATAZA,[  Literature & Fiction],"B01BMJWU4Q,B00TND3N7C,B00EMXBDMA"
AGHA7QIQIVKCREYWNOGYGVQX25WQ,[  Literature & Fiction],"B089SQN5WQ,B0899QWN9Y,B0834V66Z9"
AGHAYHG6FVUKFC27RC3SC544KFBA,[  Literature & Fiction],"B00SI0B5VW,B00A28HOEA,B002MQYOFW"
AGHFDAIJOJPZBFMCZSEAHQOSGOIQ,[  Literature & Fiction],"B0BBL2ZW73,B09TWSRMCB,B09CN5LBGK"
AGHGE7AL6V7VFR4HAARWQVLENSXA,[  Literature & Fiction],"B09W2BLL4B,B08L3NB7FL,B07Z3NMF9X"
AGHGJ3YAYSJFOKVHV4WMBFLYRQNA,[  Literature & Fiction],"B07Y22KM21,B078M5G7XH,B00SS3WBDK"
AGHH6XW2NTLSLLMW7B3ASWKWCD2A,"[  'Mystery, Thriller & Suspense']","B005WUVLAG,B00AMRGIXY,B01EYSPXP0"
AGHI4GWDVZT5MBMAIZ7L6GVY3HPA,[  Literature & Fiction],"B07B8PKD64,B00AI9BMHS,B00P83903M"
AGHJNISXBE7TOGQVIAE3HLPLAOUQ,[  Literature & Fiction],"B01K3WN2LS,B082SKTFP5,B000FA5QMM"
AGHJTJZTMCCBEPUK5DDQLJMCUBKA,[  Literature & Fiction],"B00CQZ653S,B072M81KPL,B01A80HJ8M"
AGHK7I25RGYC2F2EXAFOKYOB3MLQ,[  Literature & Fiction],"B078ZKRLG8,B00D7Z4GQY,B07LGD67ZZ"
AGHLTOMERYLYEYW22FTBV2HXBRWA,"[  'Mystery, Thriller & Suspense']","B01N7JYUMN,B0743BR9TZ,B00KHZKN46"
AGHNABOZWME5WUQXC6PAKPGWYF6A,[  Literature & Fiction],"B0798TJ385,B00EMXBDMA,B00O4FK872"
AGHOWMHLJMEAMKWBLPCV7PE2O2FA,[  Literature & Fiction],"B07QNKVR3N,B07VQR8SG7,B01M09FHOJ"
AGHP6CBXYJYQDBT3NSGOAG6GF75A,[  Literature & Fiction],"B08T6XN4FP,B084WPKQ3P,B01N24YLSW"
AGHPPXLKRCASHK2RWLM5Y6VFXMWQ,[  Literature & Fiction],"B00OYXWLZQ,B00G3L153Q,B004XFYWNY"
AGHQF3BA4FVJYA5BFFZNI7YB2AXA,[  Literature & Fiction],"B0058UXHHK,B00AM1ZB38,B07SDRG638"
AGHTSVQWG6UHA5P5W7X3BUKS3XZQ,[  Literature & Fiction],"B002LA0A8O,B07MV8SWZF,B000QCQ8Y4"
AGHTY3PV4UK4PNC2GMMTXF6N6GMQ,[  Literature & Fiction],"B003XVYLDU,B003R0LBVC,B002NXOQF2"
AGHU5JCFGRXWAQOOHF5OGUBO373A,[  Literature & Fiction],"B01GYPQRYM,B07MHY8GKX,B0089LQJ3E"
AGHVL3PFCKADOA354W6NS4W5YHIA,[  Literature & Fiction],"B084M663VB,B007ZI00BO,B00846REIS"
AGHWUXU446JQNTDP7NPSXC5WR7OA,[  Literature & Fiction],"B08B7YXJH7,B07SH5V2NB,B01LZ37NWE"
AGHZS7NIA5CUYONQDTMIZNNTN7NA,[  Literature & Fiction],"B01EROYPQE,B08R8M1L72,B083RZC8KQ"
AGHZVIJJGXOQ44JBGB32T63KXBNQ,[  Literature & Fiction],"B0976V6YSL,B09NSZJDMM,B08TX2JJG9"
AGIB5LFS22HDTLXDZERKUKKPF43A,[  Literature & Fiction],"B09GFD7XCX,B07SH5V2NB,B009LRWJ48"
AGIBBCFDZYUSVOKBAJRHVTEMFK6A,[  Literature & Fiction],"B08HL999ZD,B08DQLQDBF,B08BYCWK6T"
AGIBEZYZHJFUQVPMPQCMGQHNNOPA,[  Teen & Young Adult],"B08914K4F9,B093WB84G1,B0992Y537S"
AGIBQ2EBNOYZ7KAMLZVL7HERS2TQ,[  Literature & Fiction],"B00DA6YEKS,B0827CRPSJ,B07PCPYWMV"
AGID7RZ7EJXYZIFSHBVTK3GR3VPQ,[  Literature & Fiction],"B00XT47SQI,B01N2LPJ9Z,B00E40F65Q"
AGIER7I7PNQAQQPMNQD4MMLXY2DA,[  Literature & Fiction],"B09H6T8LTR,B00BG232WE,B088G2GNBL"
AGIGCHNCHUFPFREJQ4NUNT4CYXMQ,[  Literature & Fiction],"B092RXXJDM,B089XYQ8SH,B00KUIE5MG"
AGIGLVG27EDE2CKQT22AETTUZY4A,[  Literature & Fiction],"B07CMKXZ2J,B07NL5VP9J,B078M5G7XH"
AGIICPP7YXDREYJKPTVK22HEM2TQ,[  Literature & Fiction],"B001PSEPLG,B018ER7K5I,B093F7SP44"
AGIKKYG4F5556I73JICVZWOATPUA,[  Literature & Fiction],"B07YBTCMPH,B092RXXJDM,B08X472VK3"
AGIKRARC25BAPD2GQDNIZWJKADAA,[  Literature & Fiction],"B083ZLK9PL,B002H8ORMU,B004WOX12O"
AGIL5RUALWC4HX7HV2PAYKO4DUNQ,[  Literature & Fiction],"B082HRSZKW,B01MTXL14F,B01BMI4EEQ"
AGIVPEUV76DWN6E7PNCH6EQUAPQA,[  Literature & Fiction],"B098PW8NP8,B000FC2L1O,B006L8942U"
AGIXHQE6G5QW4R4JWWIRRNR4HBVA,[  Literature & Fiction],"B08V5K7W31,B08R75GRWM,B08JLY3X17"
AGIYIZ3ROW3VMVPHHSTMCU6RDA3Q,[  Literature & Fiction],"B07HJYTRMD,B078MC547V,B0762HY74M"
AGIYSNMT3265SSABM6EJFXQSFOIQ,[  Literature & Fiction],"B01MFGX5GI,B079R8DY6F,B078X9D4H5"
AGIZA7R4G5YIQPGAAZHJGHB446FQ,[  Literature & Fiction],"B0976V6YSL,B07VM4P33M,B07H78JKKH"
AGIZCB3BHK4QPPMI2ZAARNE7WEVA,"[  'Mystery, Thriller & Suspense']","B09T2PCLW8,B00T3C2ZMC,B0152FFZYI"
AGJ2635B6555SY7FSECKAMFSGMYQ,[  Literature & Fiction],"B08RS5JH69,B08DQLQDBF,B07D2BJ2JQ"
